date,Midwest,National,Northeast,South,West,date_period
2024-06-08,1.7474415565286276,2.1401190286367955,1.1616301306589492,2.0243578287951536,4.675831288409897,1 Year
2024-06-15,2.0748908899545544,2.391071994434099,1.4775892565263866,2.4577753966420604,4.789819502066444,6 Months
2024-06-15,2.0748908899545544,2.391071994434099,1.4775892565263866,2.4577753966420604,4.789819502066444,45 Days
2024-06-15,2.0748908899545544,2.391071994434099,1.4775892565263866,2.4577753966420604,4.789819502066444,All Results
2024-06-15,2.0748908899545544,2.391071994434099,1.4775892565263866,2.4577753966420604,4.789819502066444,1 Year
2024-06-22,2.3165433057665448,2.953152710435026,1.6747753862187373,3.4219357735758598,6.975102099774483,6 Months
2024-06-22,2.3165433057665448,2.953152710435026,1.6747753862187373,3.4219357735758598,6.975102099774483,45 Days
2024-06-22,2.3165433057665448,2.953152710435026,1.6747753862187373,3.4219357735758598,6.975102099774483,All Results
2024-06-22,2.3165433057665448,2.953152710435026,1.6747753862187373,3.4219357735758598,6.975102099774483,1 Year
2024-06-29,2.715984903139274,3.5937067540537915,2.606327648529616,4.13102512276973,7.270301783023092,6 Months
2024-06-29,2.715984903139274,3.5937067540537915,2.606327648529616,4.13102512276973,7.270301783023092,45 Days
2024-06-29,2.715984903139274,3.5937067540537915,2.606327648529616,4.13102512276973,7.270301783023092,All Results
2024-06-29,2.715984903139274,3.5937067540537915,2.606327648529616,4.13102512276973,7.270301783023092,1 Year
2024-07-06,3.4067303286967165,4.97508219473574,3.3938279469441817,6.252660932818069,7.2342528245913655,6 Months
2024-07-06,3.4067303286967165,4.97508219473574,3.3938279469441817,6.252660932818069,7.2342528245913655,45 Days
2024-07-06,3.4067303286967165,4.97508219473574,3.3938279469441817,6.252660932818069,7.2342528245913655,All Results
2024-07-06,3.4067303286967165,4.97508219473574,3.3938279469441817,6.252660932818069,7.2342528245913655,1 Year
